category,domain,use_case_key,title,description,status,evidence,module_registry_key,priority,updated_at,module_demo_evidence,completion_interpretation,required_demo_story,required_tests,proposed_test_result,required_log,next_step
marketing_module,Admin Portal,chatgpt:6a974505-21-example-ads-management-integration,Example: Ads Management integration,"Sub-feature of ""Admin Portal"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Example: Ads Management integration; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,Admin Portal,chatgpt:6a974505-21-example-negative-google-review,Example: negative Google review,"Sub-feature of ""Admin Portal"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Example: negative Google review; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,Admin Portal,chatgpt:6a974505-21-example-new-lead,Example: new lead,"Sub-feature of ""Admin Portal"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Example: new lead; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,Admin Portal,chatgpt:6a974505-21-message-types,Message types,"Sub-feature of ""Admin Portal"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Message types; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,Admin Portal,chatgpt:6a974505-21-omnichannel-communication-flow,Omnichannel communication flow,"Sub-feature of ""Admin Portal"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Omnichannel communication flow; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,"BILLING, INVOICE & SUBSCRIPTION MANAGEMENT",chatgpt:6a974505-45-b2b-milestone-billing,B2B Milestone Billing,"Sub-feature of ""BILLING, INVOICE & SUBSCRIPTION MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes B2B Milestone Billing; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,"BILLING, INVOICE & SUBSCRIPTION MANAGEMENT",chatgpt:6a974505-45-credit-based-ai-billing,Credit-Based AI Billing,"Sub-feature of ""BILLING, INVOICE & SUBSCRIPTION MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Credit-Based AI Billing; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,"BILLING, INVOICE & SUBSCRIPTION MANAGEMENT",chatgpt:6a974505-45-seat-based-billing,Seat-Based Billing,"Sub-feature of ""BILLING, INVOICE & SUBSCRIPTION MANAGEMENT"" as specified in the ChatGPT platform blueprint.",partial,"PARTIAL: Subscription.addFamilySeat()/removeFamilySeat() were real, already-implemented domain methods (seat-limit invariant, duplicate-seat guard) with zero API route ever calling them and family_seat had zero rows ever (found live 2026-09-02, same class of gap as scheduleDowngrade). No plan carried a real seat limit to enforce against either -- migration 146 adds pricing_plan_master.max_family_seats (default 1, set to 4 for the existing family plan_type). Wired addFamilySeat/removeFamilySeat as new PATCH /api/subscriptions/[id] actions, writing real family_seat rows. Verified live: domain-class test confirms 3 seats add cleanly, a 4th+5th correctly hits the real seat-limit guard, removal correctly frees a seat; confirmed the real INSERT/UPDATE family_seat writes and read-back; confirmed 401 unauthenticated; cleaned up test data; tsc clean. NOT full real: no admin UI exists anywhere for subscription management at all (no /admin/subscriptions page) -- this backend is real and independently verified but has no screen to click through yet.",,low,2026-09-02T17:08:16.183281+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Seat-Based Billing; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,"BILLING, INVOICE & SUBSCRIPTION MANAGEMENT",chatgpt:6a974505-45-upgrade-downgrade,Upgrade / Downgrade,"Sub-feature of ""BILLING, INVOICE & SUBSCRIPTION MANAGEMENT"" as specified in the ChatGPT platform blueprint.",partial,"PARTIAL: Subscription.scheduleDowngrade() was a real, already-implemented domain method with zero API route ever calling it (found live 2026-09-02). Wired scheduleDowngrade into the customer self-service PATCH /api/customer/subscription action, validates the target plan exists and is active, persists pending_downgrade_plan_id, surfaced in /customer/subscription (plan-switch dropdown + a banner showing the scheduled change). Verified live: real domain-class test confirms pendingDowngradePlanId set correctly and status unchanged, confirmed a cancelled subscription correctly rejects the action, confirmed the exact DB write and the plan-validation queries (not-found and found cases), confirmed 401 unauthenticated on GET+PATCH, cleaned up test data, tsc clean. NOT full real: no immediate-upgrade action exists (only scheduled downgrade), and no billing/renewal cron job exists anywhere in this codebase to actually APPLY the pending downgrade at the next cycle (no payment gateway is wired, so there is no real renewal event to hook into) -- an admin would need to apply it manually when they eventually process a real subscription_master status change.",,low,2026-09-02T17:04:27.072556+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Upgrade / Downgrade; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,"BILLING, INVOICE & SUBSCRIPTION MANAGEMENT",chatgpt:6a974505-45-usage-billing-architecture,Usage Billing Architecture,"Sub-feature of ""BILLING, INVOICE & SUBSCRIPTION MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Usage Billing Architecture; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,"BILLING, INVOICE & SUBSCRIPTION MANAGEMENT",chatgpt:6a974505-45-usage-based-billing,Usage-Based Billing,"Sub-feature of ""BILLING, INVOICE & SUBSCRIPTION MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Usage-Based Billing; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-availability-engine,Availability Engine,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Availability Engine; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-payment-during-voice-call,Payment During Voice Call,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Payment During Voice Call; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-post-appointment-automation,Post-Appointment Automation,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Post-Appointment Automation; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-recurring-appointment-management,Recurring Appointment Management,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Recurring Appointment Management; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-service-resource-configuration,Service & Resource Configuration,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Service & Resource Configuration; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-voice-ai-appointment-booking,Voice AI Appointment Booking,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Voice AI Appointment Booking; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,BOOKING & APPOINTMENT MANAGEMENT,chatgpt:6a974505-37-whatsapp-booking,WhatsApp Booking,"Sub-feature of ""BOOKING & APPOINTMENT MANAGEMENT"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes WhatsApp Booking; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
transactional_backbone,Billing & Subscription,billing-invoice-lifecycle,"Invoice data model + state machine, quote-to-invoice, B2B milestone billing",Structured billing beyond simple invoice display.,partial,customer-billing-invoices real for basic invoices; no quote-to-invoice or milestone billing confirmed,customer-billing-invoices,normal,2026-09-01T21:41:58.864411+00:00,MAPPED_TEST_FAILURES,Explicitly incomplete/out-of-scope in registry,"Authorized user completes Invoice data model + state machine, quote-to-invoice, B2B milestone billing; administrator verifies stored outcome and relevant downstream delivery.",happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
transactional_backbone,Booking & Appointment,booking-voice-ai,Voice AI appointment booking with in-call payment,Book and pay for an appointment entirely by voice.,blocked,Voice AI queueing is real but no PSTN provider connected (see voice-ai module),,normal,2026-09-01T21:41:58.864411+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Voice AI appointment booking with in-call payment; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
transactional_backbone,Booking & Appointment,booking-whatsapp,WhatsApp booking channel,Book a class via WhatsApp message.,not_built,No WhatsApp Business integration found (platform_setup whatsapp_business=not_configured),,low,2026-09-01T21:41:58.864411+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes WhatsApp booking channel; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,Brand Management — Customer Self-Service + Admin Portal,chatgpt:6a974505-17-40-portal-brand-consistency,40+ Portal Brand Consistency,"Sub-feature of ""Brand Management — Customer Self-Service + Admin Portal"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes 40+ Portal Brand Consistency; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
domain_control_tower,Branding Control Tower,chatgpt:6a97442b-126-brand-voice-control-tower,Brand Voice Control Tower,"Sub-feature of ""Branding Control Tower"" as specified in the ChatGPT platform blueprint.",partial,"Duplicate of Module 7 -- Branding Management's partial Brand Voice Screen: brand_kit.tone_words editable via toggle chips at creation on /admin/brand-kits, read-only on existing cards. Reconciled 2026-09-03, same underlying feature tracked under a different domain name -- not a separately built Control Tower.",,low,2026-09-03T05:41:15.035062+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Brand Voice Control Tower; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
domain_control_tower,Branding Control Tower,chatgpt:6a97442b-126-visual-identity-control-tower,Visual Identity Control Tower,"Sub-feature of ""Branding Control Tower"" as specified in the ChatGPT platform blueprint.",partial,"Duplicate of Module 7 -- Branding Management's Logo Management + Color Palette Screen + Typography Screen (all partial): logo_url, primary/secondary/accent colors, font_primary all editable at creation on /admin/brand-kits; dark_logo_url, font_secondary, and post-creation color edit all have zero UI control -- real, separate gaps already tracked under Module 7. Reconciled 2026-09-03, not a separately built Visual Identity Control Tower.",,low,2026-09-03T05:41:15.035062+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes Visual Identity Control Tower; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
marketing_module,Branding Management Module,chatgpt:6a97442b-64-ai-powered-branding-flow,AI-powered branding flow,"Sub-feature of ""Branding Management Module"" as specified in the ChatGPT platform blueprint.",not_built,"Named in ChatGPT spec; no dedicated implementation found for this specific sub-feature (granular tracking pass, 2026-09-01).",,low,2026-09-01T23:49:19.142663+00:00,NO_MODULE_MAPPING,Explicitly incomplete/out-of-scope in registry,Authorized user completes AI-powered branding flow; administrator verifies stored outcome and relevant downstream delivery.,happy path; invalid input; role/tenant isolation; retry/idempotency; downstream failure/recovery,NOT_RUN; see mapped historical results separately,scenario + fixture + build + actor role + request/job correlation + assertion + artifact + cleanup,"Resolve documented gap, implement/review, then execute controlled E2E demo"
