app,module_key,module,registry_claim,demo_evidence_tier,latest_pass,latest_fail,latest_skip,user_ui_registry_flag,admin_ui_registry_flag,business_use_case,user_story,input,process,output,customer_operation,admin_operation,pipeline_operation,agentic_operation,demo_script,integration,existing_gaps,documentation_gaps,source,last_registry_verification,required_acceptance,test_data_requirement,test_log_requirement
sohamyoga-frontend,ads-placement-screen,Placement Screen,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,ads-platform-selection,Ads Platform Selection,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,affiliate-tracking-links,B2B Affiliate Program (Tracking Links),real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,"External partner unique tracking links with click attribution and commission tracking, distinct from customer-to-customer referral.",NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,"Admin opens /admin/ecommerce -> Marketplace tab -> a vendor card -> ""Affiliate Links"" -> enters a real portal-owned destination path (e.g. /catalog/product-slug) -> Create -> gets a real /r/[code] tracking link. Visiting that link (public, unauthenticated) increments a real click_count and referral_click row, then redirects the visitor to the real destination page with ?ref=code attached.",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Built 2026-09-08. Closes: ""attribution flows through vendor-owned storefront/products, not a unique external tracking link with click attribution -- the actual affiliate-link model is absent."" Reused the existing real referral_code/referral_click schema (referrer_type='affiliate' already existed as a valid enum value but was never issuable by an admin -- referral codes were previously only ever self-issued by customers, grep-confirmed). New POST/GET /api/admin/vendors/[id]/affiliate-links lets an admin generate a real tracking link for a vendor pointing at a real product/service page. REAL BUG FOUND AND FIXED in the same pass: the existing /r/[code] redirect route (built for customer referrals) ignored any destination and ALWAYS redirected to /customer/register regardless of referrer_type -- meaning an affiliate link could never actually land a visitor on the advertised product page even if one had been configured. Migration 160 added referral_code.destination_path; the redirect route now honors it (portal-owned relative paths only, same safety rule as utm_link) while falling back to the original /customer/register behavior when unset, so existing customer-referral codes are unaffected. Verified live end-to-end with a real temporary vendor + affiliate link: GET /r/AFF-VERIFY-TEMP returned a real 307 to /catalog/test-product?ref=AFF-VERIFY-TEMP (not /customer/register), click_count incremented to 1, one real referral_click row inserted. Regression-checked a plain customer_customer code with no destination_path still redirects to /customer/register exactly as before. All test data (vendor, both referral_code rows, click row) deleted afterward. TypeScript compiles clean. Full order-level commission attribution remains blocked on ecommerce (no real checkout, sales_order never populated) -- documented as the pre-existing, separate root cause, not silently ignored.",user_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,2026-09-08T09:29:12.020708+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,ai-campaign-optimization-loop,AI Campaign Optimization Loop,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,ai-chatbot,AI Assistant (customer-facing chatbot),real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,True,False,"Real, local-Ollama-backed conversational widget on every public page.",NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,"Visitor opens the AI Assistant widget (mounted site-wide via LayoutWrapper.tsx), asks a question, gets a real streamed response from a local Ollama model (qwen2.5).",NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],None found this pass -- genuinely real and already live. (Correction: was wrongly marked not-built in an earlier topic-list pass; I nearly built a duplicate before checking LayoutWrapper.tsx and finding this already mounted.),admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases,correction 2026-08-31 -- verified live via real SSE call,2026-08-31T17:18:00.96061+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,ai-onboarding-assistant,AI Onboarding Assistant,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,attribution-modeling,Attribution Modeling,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,True,Which channel/campaign actually drove conversions.,NOT DOCUMENTED,NOT DOCUMENTED,"GET /api/analytics/attribution -- last-touch by channel, by UTM campaign, by event type, over a configurable day window.",NOT DOCUMENTED,NOT DOCUMENTED,"Admin views attribution breakdown on /admin/analytics and /admin/ads (channel mix, top campaigns).",NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Real last-touch UTM/traffic-source attribution via a genuine SQL join (tracking_event -> tracking_session), correctly filtered to real conversion events. Correction (2026-09-01): ""real"" here means real last-touch attribution specifically -- there is no multi-touch/weighted attribution model, and the earlier registry note did not make that distinction clear.",user_flow; user_story; input_desc; output_desc; demo_use_cases,correction 2026-08-31 -- was wrongly marked not built in an earlier topic list without checking; confirmed real via code read,2026-08-31T17:13:12.04183+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,audio-editing,Audio Editing,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,"Real audio post-processing added: EBU R128 loudness normalization (loudnorm I=-16 TP=-1.5 LRA=11) plus 0.3s fade-in/out on the TTS track, applied via ffmpeg -af/filter_complex before mux. Verified live: rendered output measured mean -18dB / max -0.9dB (near the -1.5dB true-peak target), confirming real, audible, correctly-processed speech, not a pass-through.",NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Built 2026-09-08, extending the same VideoTimelineRenderer.ts built for video-editing (real code, not a separate stub). Closes: ""no multi-track mixing, background music, or noise removal -- single-track TTS loudness/fade processing."" (1) Multi-track mixing / background music: the first non-video track of type music/voice is treated as a background-audio bed -- its first clip's audio is looped to the final rendered duration and mixed under the main video track's own audio via a real ffmpeg amix, volume-scaled per clip. (2) Noise removal: a real per-clip denoise toggle (properties.denoise) applies FFT denoise (afftdn) to that clip's audio during its trim step -- both added to the timeline UI (Transition dropdown + new denoise checkbox per clip). V1 scope, stated honestly: only ONE background-audio clip is mixed in (not a full multi-clip background timeline), matching the same single-video-track scope already documented for video-editing. Verified live end-to-end with a real temporary project: 2 video clips (one with denoise=true) + 1 music-track clip (volume 0.3) -> real 4.02s output confirmed to have a real 2-channel AAC audio stream (ffprobe), event log correctly recorded ""(with background audio mix)"", denoise filter executed without error. Per-job temp working directory now cleaned up via recursive rm on both success and failure (was previously leaking join-*/concat-*/src-* intermediates). TypeScript compiles clean. All test artifacts (temp project, generated files, sample clips) deleted after verification.",user_flow; admin_flow; user_story; input_desc; output_desc; demo_use_cases; report_location,"chat session 2026-08-31 fix -- real loudnorm+fade added to VideoRenderer.ts, live-verified via volumedetect",2026-09-08T07:38:56.544799+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,backorder-management,Backorder Management,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,banner-management,Banner & Display Management,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,True,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Full flow/schema/demo detail not yet cataloged (code is real: /admin/banners, ""Banner Studio"" module).",user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,docs/advanced-management-feature-list-gap-analysis.md,2026-08-31T05:30:21.839531+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,behavioral-segmentation,Behavioral Segmentation,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,False,False,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],No registry gap recorded; this is not proof of completeness,user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,,,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
sohamyoga-frontend,blog-cms,Blog / Content CMS,real,NO_MAPPED_BROWSER_EVIDENCE,0,0,0,True,True,,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED,NOT DOCUMENTED; source review required,Not established by registry; require planner/tool/result/recovery trace,[],[],"Real API confirmed (GET /api/blog returns real paginated shape, 0 posts -- honest empty state, not fabricated). Admin pages (list/new/edit/categories) use a real blogApi client, not mock. Not yet content-populated.",user_flow; admin_flow; user_story; input_desc; process_desc; output_desc; demo_use_cases; report_location,correction 2026-08-31 -- another item wrongly assumed missing without checking,2026-08-31T17:32:10.879229+00:00,Fresh named-user journey on deployed build; assert DB/output; authorized external receipt if needed; reset fixtures; retain logs/trace,"Isolated tenant, role-specific users, happy/negative/boundary fixtures; no shared customer_demo cleanup",run_id/build_sha/scenario_id/fixture_id/correlation_id/expected/actual/trace/checksum/cleanup result
